,sample_name,smartseq_cluster_id,smartseq_cluster,sex_label,smartseq_cluster_color,medical_cond_label,cell_counts,n_genes,percent_mito,pass_count_filter,pass_mito_filter
SM-GE4R4_S207_E1-50,SM-GE4R4_S207_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,961529.7,9059,0.0,True,True
SM-GE4R4_S208_E1-50,SM-GE4R4_S208_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966692.1,9181,0.0,True,True
SM-GE4SI_S346_E1-50,SM-GE4SI_S346_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,974500.3,9053,0.0,True,True
SM-GE4SI_S275_E1-50,SM-GE4SI_S275_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,972699.7,9408,0.0,True,True
SM-GE5Q6_S019_E1-50,SM-GE5Q6_S019_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,967560.44,9732,0.0,True,True
SM-GE5Q6_S027_E1-50,SM-GE5Q6_S027_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,969762.6,9295,0.0,True,True
SM-GE5Q6_S035_E1-50,SM-GE5Q6_S035_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,957494.44,7182,0.0,True,True
SM-GE5Q6_S046_E1-50,SM-GE5Q6_S046_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,967035.1,8548,0.0,True,True
SM-GE5Q6_S048_E1-50,SM-GE5Q6_S048_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,961024.25,9090,0.0,True,True
SM-GE5Q6_S053_E1-50,SM-GE5Q6_S053_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966340.25,9641,0.0,True,True
SM-GE5Q6_S062_E1-50,SM-GE5Q6_S062_E1-50,21,Nr5a1_Foxp2_2 C1ql2,M,#A32080,behavior - none,977693.3,9170,0.0,True,True
SM-GE5Q6_S068_E1-50,SM-GE5Q6_S068_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,970697.75,8898,0.0,True,True
SM-GE5Q6_S127_E1-50,SM-GE5Q6_S127_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,958878.2,7796,0.0,True,True
SM-GE5Q6_S131_E1-50,SM-GE5Q6_S131_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966303.75,9159,0.0,True,True
SM-GE5Q6_S139_E1-50,SM-GE5Q6_S139_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963350.94,8175,0.0,True,True
SM-GE5Q6_S152_E1-50,SM-GE5Q6_S152_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963286.2,8865,0.0,True,True
SM-GE5Q6_S153_E1-50,SM-GE5Q6_S153_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963351.0,8047,0.0,True,True
SM-GE5Q6_S157_E1-50,SM-GE5Q6_S157_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966189.44,9632,0.0,True,True
SM-GE5Q6_S161_E1-50,SM-GE5Q6_S161_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966725.3,8570,0.0,True,True
SM-GE5Q6_S164_E1-50,SM-GE5Q6_S164_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,965184.56,9422,0.0,True,True
SM-GE5Q6_S168_E1-50,SM-GE5Q6_S168_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,970921.25,8920,0.0,True,True
SM-GE5Q6_S174_E1-50,SM-GE5Q6_S174_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,970610.7,8676,0.0,True,True
SM-GE5Q6_S191_E1-50,SM-GE5Q6_S191_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,969869.25,8460,0.0,True,True
SM-GE5Q6_S217_E1-50,SM-GE5Q6_S217_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,962745.56,9686,0.0,True,True
SM-GE5Q6_S222_E1-50,SM-GE5Q6_S222_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,959447.2,9080,0.0,True,True
SM-GE5Q6_S230_E1-50,SM-GE5Q6_S230_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966143.25,8865,0.0,True,True
SM-GE5Q6_S237_E1-50,SM-GE5Q6_S237_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,974603.3,8123,0.0,True,True
SM-GE5Q6_S249_E1-50,SM-GE5Q6_S249_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963005.0,8715,0.0,True,True
SM-GE5Q6_S253_E1-50,SM-GE5Q6_S253_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,968350.4,8988,0.0,True,True
SM-GE5Q6_S260_E1-50,SM-GE5Q6_S260_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,974428.3,8634,0.0,True,True
SM-GE5Q6_S268_E1-50,SM-GE5Q6_S268_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,967884.5,8734,0.0,True,True
SM-GE5Q6_S288_E1-50,SM-GE5Q6_S288_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,968091.44,8195,0.0,True,True
SM-GE5Q6_S313_E1-50,SM-GE5Q6_S313_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,964860.5,8858,0.0,True,True
SM-GE5Q6_S318_E1-50,SM-GE5Q6_S318_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,966138.3,8762,0.0,True,True
SM-GE5Q6_S319_E1-50,SM-GE5Q6_S319_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963374.56,9467,0.0,True,True
SM-GE5Q6_S329_E1-50,SM-GE5Q6_S329_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,957308.6,8294,0.0,True,True
SM-GE5Q6_S336_E1-50,SM-GE5Q6_S336_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,969206.25,9129,0.0,True,True
SM-GE5Q6_S346_E1-50,SM-GE5Q6_S346_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963064.56,7717,0.0,True,True
SM-GE5Q6_S358_E1-50,SM-GE5Q6_S358_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,969574.6,8380,0.0,True,True
SM-GE5Q6_S373_E1-50,SM-GE5Q6_S373_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,967041.7,8359,0.0,True,True
SM-GE5Q6_S374_E1-50,SM-GE5Q6_S374_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,967444.3,9389,0.0,True,True
SM-GE5Q6_S383_E1-50,SM-GE5Q6_S383_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,961845.2,7880,0.0,True,True
LS-15034_S09_E1-50,LS-15034_S09_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,962503.3,8267,0.0,True,True
LS-15034_S21_E1-50,LS-15034_S21_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,950543.3,10028,0.0,True,True
LS-15055_E1-50_S12,LS-15055_E1-50_S12,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,948160.0,8350,0.0,True,True
LS-15056_E1-50_S40,LS-15056_E1-50_S40,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,944052.7,10302,0.0,True,True
LS-15056_E1-50_S42,LS-15056_E1-50_S42,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,940604.94,9980,0.0,True,True
LS-15057_E1-50_S19,LS-15057_E1-50_S19,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,945033.8,8056,0.0,True,True
LS-15057_E1-50_S76,LS-15057_E1-50_S76,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,941617.8,9480,0.0,True,True
LS-15079_S21_E1-50,LS-15079_S21_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,947941.9,8960,0.0,True,True
LS-15301_S43_E1-50,LS-15301_S43_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,967143.75,10276,0.0,True,True
LS-15301_S50_E1-50,LS-15301_S50_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963476.6,9929,0.0,True,True
LS-15301_S73_E1-50,LS-15301_S73_E1-50,46,Nr5a1_9|11 Rorb,F,#6C39A6,behavior - none,958798.8,10645,0.0,True,True
LS-15336_S52_E1-50,LS-15336_S52_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - mating,963401.2,9896,0.0,True,True
LS-15336_S94_E1-50,LS-15336_S94_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - mating,956085.9,9375,0.0,True,True
LS-15391_S17_E1-50,LS-15391_S17_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,957024.3,10175,0.0,True,True
LS-15393_S02_E1-50,LS-15393_S02_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,949422.2,9813,0.0,True,True
LS-15393_S06_E1-50,LS-15393_S06_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,948701.8,10174,0.0,True,True
LS-15393_S66_E1-50,LS-15393_S66_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,961561.7,8724,0.0,True,True
LS-15393_S95_E1-50,LS-15393_S95_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,954719.44,9703,0.0,True,True
LS-15394_S06_E1-50,LS-15394_S06_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,952764.56,9798,0.0,True,True
LS-15394_S71_E1-50,LS-15394_S71_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,961806.8,9670,0.0,True,True
LS-15394_S83_E1-50,LS-15394_S83_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,962933.44,9893,0.0,True,True
LS-15551_S78_E1-50,LS-15551_S78_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - mating,959772.44,9389,0.0,True,True
SM-D9E4J_S92_E1-50,SM-D9E4J_S92_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,945226.8,7741,0.0,True,True
SM-D9E4K_S85_E1-50,SM-D9E4K_S85_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,954735.06,9931,0.0,True,True
SM-D9E6R_S73_E1-50,SM-D9E6R_S73_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,958277.7,9439,0.0,True,True
SM-D9E6R_S76_E1-50,SM-D9E6R_S76_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,953985.6,9621,0.0,True,True
SM-D9EQB_S67_E1-50,SM-D9EQB_S67_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,952558.2,9368,0.0,True,True
SM-D9EQB_S76_E1-50,SM-D9EQB_S76_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,946943.5,8767,0.0,True,True
SM-D9EQB_S79_E1-50,SM-D9EQB_S79_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,947532.5,8844,0.0,True,True
SM-D9EQC_S65_E1-50,SM-D9EQC_S65_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,961433.6,8660,0.0,True,True
SM-D9EQC_S67_E1-50,SM-D9EQC_S67_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,950008.7,9547,0.0,True,True
SM-D9EQD_S69_E1-50,SM-D9EQD_S69_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,954656.7,9685,0.0,True,True
SM-D9EQD_S70_E1-50,SM-D9EQD_S70_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,954819.75,9347,0.0,True,True
SM-D9EQD_S80_E1-50,SM-D9EQD_S80_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,963151.3,8693,0.0,True,True
SM-D9EQE_S81_E1-50,SM-D9EQE_S81_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,953829.06,8695,0.0,True,True
SM-D9EQE_S87_E1-50,SM-D9EQE_S87_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,947699.6,7582,0.0,True,True
SM-D9EQI_S48_E1-50,SM-D9EQI_S48_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,947873.75,8736,0.0,True,True
SM-D9EQI_S63_E1-50,SM-D9EQI_S63_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,948271.94,9000,0.0,True,True
SM-D9EQJ_S22_E1-50,SM-D9EQJ_S22_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,947869.56,9568,0.0,True,True
SM-D9EQK_S30_E1-50,SM-D9EQK_S30_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,947051.25,9234,0.0,True,True
SM-D9EQL_S41_E1-50,SM-D9EQL_S41_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,948863.6,7763,0.0,True,True
SM-D9EQL_S42_E1-50,SM-D9EQL_S42_E1-50,21,Nr5a1_Foxp2_2 C1ql2,M,#A32080,behavior - none,932816.8,6857,0.0,True,True
SM-D9EQL_S93_E1-50,SM-D9EQL_S93_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,951266.7,8693,0.0,True,True
SM-DD45J_S007_E1-50,SM-DD45J_S007_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - no intruder,956692.9,8535,0.0,True,True
SM-DD45J_S141_E1-50,SM-DD45J_S141_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - aggression,964320.8,9788,0.0,True,True
SM-DD461_S033_E1-50,SM-DD461_S033_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - mating,958125.75,8789,0.0,True,True
SM-GE64D_S046_E1-50,SM-GE64D_S046_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,953472.8,8550,0.0,True,True
SM-GE64D_S059_E1-50,SM-GE64D_S059_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,959952.0,8925,0.0,True,True
SM-GE64D_S066_E1-50,SM-GE64D_S066_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,954121.5,9005,0.0,True,True
SM-GE64D_S074_E1-50,SM-GE64D_S074_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,954945.6,8921,0.0,True,True
SM-GE65U_S82_E1-50,SM-GE65U_S82_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,956701.2,8555,0.0,True,True
SM-GE65V_S08_E1-50,SM-GE65V_S08_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,963134.9,8755,0.0,True,True
SM-GE65W_S14_E1-50,SM-GE65W_S14_E1-50,43,Nr5a1_8 Tcf7l2,F,#903BFF,behavior - none,959527.06,8647,0.0,True,True
SM-GE65X_S24_E1-50,SM-GE65X_S24_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,960137.1,7691,0.0,True,True
SM-GE65X_S41_E1-50,SM-GE65X_S41_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,944318.56,7905,0.0,True,True
SM-GE4R1_S053_E1-50,SM-GE4R1_S053_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,973754.75,9386,0.0,True,True
SM-GE4R1_S070_E1-50,SM-GE4R1_S070_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,970604.94,9797,0.0,True,True
SM-GE4R1_S163_E1-50,SM-GE4R1_S163_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,968553.25,9217,0.0,True,True
SM-GE4R1_S250_E1-50,SM-GE4R1_S250_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,974871.3,9227,0.0,True,True
SM-GE4R1_S355_E1-50,SM-GE4R1_S355_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,967452.75,9718,0.0,True,True
SM-GE4R1_S377_E1-50,SM-GE4R1_S377_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,967852.1,9762,0.0,True,True
SM-GE4R2_S057_E1-50,SM-GE4R2_S057_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,967764.4,9452,0.0,True,True
SM-GE4R2_S093_E1-50,SM-GE4R2_S093_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,976339.1,9685,0.0,True,True
SM-GE4R2_S161_E1-50,SM-GE4R2_S161_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,958380.4,10360,0.0,True,True
SM-GE4R4_S102_E1-50,SM-GE4R4_S102_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,975109.2,9182,0.0,True,True
SM-GE4R4_S204_E1-50,SM-GE4R4_S204_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,971294.2,8827,0.0,True,True
SM-GE4SI_S281_E1-50,SM-GE4SI_S281_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,976366.56,9979,0.0,True,True
SM-GE4SI_S171_E1-50,SM-GE4SI_S171_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,979106.94,9574,0.0,True,True
SM-GE4SI_S170_E1-50,SM-GE4SI_S170_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,982308.2,9616,0.0,True,True
SM-GE5Q6_S018_E1-50,SM-GE5Q6_S018_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,972593.9,10349,0.0,True,True
SM-GE5Q6_S134_E1-50,SM-GE5Q6_S134_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,967180.5,9392,0.0,True,True
SM-GE5Q6_S238_E1-50,SM-GE5Q6_S238_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,964333.06,9134,0.0,True,True
SM-GE5Q6_S322_E1-50,SM-GE5Q6_S322_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,957603.56,9278,0.0,True,True
LS-15034_S01_E1-50,LS-15034_S01_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,954479.3,9516,0.0,True,True
LS-15034_S14_E1-50,LS-15034_S14_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,954048.3,9679,0.0,True,True
LS-15034_S30_E1-50,LS-15034_S30_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,944877.7,8870,0.0,True,True
LS-15079_S31_E1-50,LS-15079_S31_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,958803.25,9832,0.0,True,True
LS-15079_S33_E1-50,LS-15079_S33_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,956782.7,10317,0.0,True,True
LS-15079_S35_E1-50,LS-15079_S35_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,961085.94,10438,0.0,True,True
LS-15301_S14_E1-50,LS-15301_S14_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,962699.2,10711,0.0,True,True
LS-15301_S48_E1-50,LS-15301_S48_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,961104.44,10757,0.0,True,True
LS-15301_S80_E1-50,LS-15301_S80_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,968190.06,10624,0.0,True,True
LS-15391_S04_E1-50,LS-15391_S04_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,960641.75,9284,0.0,True,True
LS-15391_S05_E1-50,LS-15391_S05_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,960203.0,10058,0.0,True,True
LS-15392_S11_E1-50,LS-15392_S11_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,953663.75,10660,0.0,True,True
LS-15392_S23_E1-50,LS-15392_S23_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,953338.5,10361,0.0,True,True
LS-15392_S24_E1-50,LS-15392_S24_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,953413.7,11078,0.0,True,True
LS-15392_S29_E1-50,LS-15392_S29_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,949965.06,9361,0.0,True,True
LS-15393_S62_E1-50,LS-15393_S62_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,959161.94,10795,0.0,True,True
LS-15393_S70_E1-50,LS-15393_S70_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,959411.56,10404,0.0,True,True
LS-15393_S75_E1-50,LS-15393_S75_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,965918.75,10774,0.0,True,True
LS-15393_S78_E1-50,LS-15393_S78_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,959990.7,10298,0.0,True,True
LS-15393_S96_E1-50,LS-15393_S96_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,964192.6,9463,0.0,True,True
LS-15394_S65_E1-50,LS-15394_S65_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,967793.25,10317,0.0,True,True
SQ-80003_S60_E1-50,SQ-80003_S60_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - mating,957112.75,8603,0.0,True,True
LS-15916_S68_E1-50,LS-15916_S68_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,957798.9,9879,0.0,True,True
LS-15916_S88_E1-50,LS-15916_S88_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,968184.9,11042,0.0,True,True
SM-D9EQC_S55_E1-50,SM-D9EQC_S55_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,961495.56,9553,0.0,True,True
SM-D9EQC_S56_E1-50,SM-D9EQC_S56_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,956354.5,9037,0.0,True,True
SM-D9EQD_S58_E1-50,SM-D9EQD_S58_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,961678.2,9726,0.0,True,True
SM-D9EQD_S62_E1-50,SM-D9EQD_S62_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,944639.6,9661,0.0,True,True
SM-DD45I_S065_E1-50,SM-DD45I_S065_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - no intruder,972659.25,10059,0.0,True,True
SM-DD45I_S092_E1-50,SM-DD45I_S092_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - mating,954703.7,9485,0.0,True,True
SM-DD45I_S168_E1-50,SM-DD45I_S168_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - aggression,959713.3,8903,0.0,True,True
SM-DD45J_S031_E1-50,SM-DD45J_S031_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - no intruder,949173.3,7871,0.0,True,True
SM-GE64D_S029_E1-50,SM-GE64D_S029_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,955175.94,8938,0.0,True,True
SM-GE64D_S031_E1-50,SM-GE64D_S031_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,956763.06,9453,0.0,True,True
SM-GE65W_S20_E1-50,SM-GE65W_S20_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,959912.5,9030,0.0,True,True
SM-GE65X_S08_E1-50,SM-GE65X_S08_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,957777.8,9044,0.0,True,True
SM-GE65X_S15_E1-50,SM-GE65X_S15_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,957824.75,10136,0.0,True,True
SM-GE65X_S70_E1-50,SM-GE65X_S70_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,958325.3,8799,0.0,True,True
SM-GE4R1_S041_E1-50,SM-GE4R1_S041_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,963194.5,9276,0.0,True,True
SM-GE4R1_S059_E1-50,SM-GE4R1_S059_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,964094.6,8922,0.0,True,True
SM-GE4R1_S076_E1-50,SM-GE4R1_S076_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,971531.9,9383,0.0,True,True
SM-GE4R1_S262_E1-50,SM-GE4R1_S262_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,970675.6,9638,0.0,True,True
SM-GE4R1_S352_E1-50,SM-GE4R1_S352_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,968825.3,9952,0.0,True,True
SM-GE4R2_S172_E1-50,SM-GE4R2_S172_E1-50,45,Nr5a1_3 Car8,M,#8A7FF1,behavior - none,969214.44,8991,0.0,True,True
SM-GE4R2_S353_E1-50,SM-GE4R2_S353_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,965892.7,9669,0.0,True,True
SM-GE4R3_S093_E1-50,SM-GE4R3_S093_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,973258.6,9250,0.0,True,True
SM-GE4R3_S164_E1-50,SM-GE4R3_S164_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,976138.2,9675,0.0,True,True
SM-GE4R3_S270_E1-50,SM-GE4R3_S270_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,973583.2,9325,0.0,True,True
SM-GE4R3_S285_E1-50,SM-GE4R3_S285_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,974150.3,9509,0.0,True,True
SM-GE4R4_S013_E1-50,SM-GE4R4_S013_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,972588.44,9898,0.0,True,True
SM-GE4R4_S014_E1-50,SM-GE4R4_S014_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,972720.3,9791,0.0,True,True
SM-GE5Q6_S017_E1-50,SM-GE5Q6_S017_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,961470.9,9114,0.0,True,True
SM-GE5Q6_S033_E1-50,SM-GE5Q6_S033_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,971073.75,9395,0.0,True,True
SM-GE5Q6_S085_E1-50,SM-GE5Q6_S085_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,970035.7,9045,0.0,True,True
SM-GE5Q6_S124_E1-50,SM-GE5Q6_S124_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,966135.2,9720,0.0,True,True
